member_casual,rideable_type,day_of_week,month,hour_of_day,total_rides,avg_ride_length_minutes
member,classic_bike,6,1,6,211,9.04
member,classic_bike,6,1,7,374,10.87
member,electric_bike,6,1,19,283,9.7
member,electric_bike,6,1,23,104,8.27
member,classic_bike,7,1,8,179,9.3
member,electric_bike,7,1,12,293,8.36
member,classic_bike,2,1,14,276,9.65
member,classic_bike,2,1,16,468,10.07
casual,electric_bike,2,1,22,20,7.3
member,electric_bike,3,1,16,719,9.36
member,classic_bike,3,1,21,146,9.16
casual,electric_bike,6,1,10,48,7.13
casual,electric_bike,6,1,14,110,10.19
member,classic_bike,1,1,9,171,10.32
member,electric_bike,6,1,17,652,9.3
member,classic_bike,7,1,11,422,10.34
casual,electric_bike,7,1,13,139,10.77
member,electric_bike,7,1,19,174,8.36
member,electric_bike,1,1,13,246,8.4
member,classic_bike,1,1,21,92,10.41
member,classic_bike,2,1,15,353,9.75
member,electric_bike,2,1,21,137,8.53
casual,electric_bike,3,1,7,82,5.93
casual,electric_bike,3,1,8,89,6.74
member,electric_bike,3,1,14,225,7.99
casual,electric_bike,4,1,23,32,8.5
casual,electric_bike,6,1,1,18,6.72
member,classic_bike,6,1,20,170,10.24
member,classic_bike,7,2,0,56,10.7
casual,classic_bike,7,2,13,92,19.71
member,electric_bike,7,2,20,158,9.69
member,classic_bike,1,2,14,482,10.51
casual,electric_bike,1,2,19,54,8.46
casual,electric_bike,2,2,6,40,5.57
casual,electric_bike,2,2,20,56,7.57
member,classic_bike,3,2,1,10,6.1
member,classic_bike,3,2,10,305,9.16
member,classic_bike,3,2,13,343,9.41
member,classic_bike,3,2,15,506,10.89
casual,electric_bike,3,2,17,229,8.87
casual,electric_bike,3,2,19,77,8.1
casual,classic_bike,4,2,12,41,11.61
member,electric_bike,4,2,16,763,8.9
member,classic_bike,5,2,19,354,10.18
member,electric_bike,5,2,20,213,7.14
member,electric_bike,6,2,6,255,6.91
member,electric_bike,6,2,7,518,7.42
member,electric_bike,6,2,8,565,8.07
member,electric_bike,6,2,18,472,9.4
member,classic_bike,6,2,19,265,13.89
member,electric_bike,7,2,8,189,7.26
member,electric_bike,7,2,11,301,10.23
casual,electric_bike,7,2,21,52,7.31
member,classic_bike,1,2,16,449,10.71
member,electric_bike,3,2,21,166,7.49
casual,electric_bike,4,2,18,97,6.22
member,classic_bike,4,2,21,165,10.95
member,electric_bike,5,2,11,266,8.34
member,classic_bike,1,2,10,349,12.34
casual,electric_bike,1,2,12,150,11.91
member,electric_bike,2,2,13,321,7.08
member,electric_bike,5,2,5,83,5.4
casual,classic_bike,5,2,14,55,19.29
member,classic_bike,5,2,22,131,8.88
member,electric_bike,6,2,11,340,9.59
member,electric_bike,2,2,14,307,8.1
casual,classic_bike,3,2,11,57,14.4
member,classic_bike,4,2,2,5,16.6
member,classic_bike,5,2,23,67,18.63
member,classic_bike,6,2,22,98,11.4
member,classic_bike,7,3,8,405,11.85
member,electric_bike,7,3,17,567,10.33
casual,electric_bike,2,3,17,590,12.15
casual,electric_bike,3,3,5,29,7.24
member,classic_bike,3,3,9,625,9.82
member,electric_bike,3,3,10,279,7.98
member,electric_bike,3,3,16,1241,10.6
casual,classic_bike,3,3,17,383,27.93
casual,electric_bike,4,3,0,29,6.59
casual,electric_bike,4,3,17,300,10.85
member,electric_bike,5,3,17,1334,10.19
member,classic_bike,5,3,20,375,9.89
member,electric_bike,6,3,12,507,9.26
casual,electric_bike,6,3,15,623,19.21
member,classic_bike,6,3,20,463,12.18
casual,electric_bike,7,3,1,104,9.98
member,electric_bike,7,3,19,413,9.99
member,electric_bike,7,3,22,195,9.29
casual,electric_bike,1,3,8,97,10.22
member,electric_bike,1,3,10,390,9.22
member,electric_bike,1,3,16,410,11.68
member,electric_bike,2,3,21,288,8.85
casual,electric_bike,2,3,23,88,9.99
casual,electric_bike,3,3,11,134,13.24
member,classic_bike,5,3,5,81,9.93
casual,electric_bike,5,3,15,272,13.55
member,electric_bike,6,3,19,537,11.01
casual,electric_bike,7,3,13,510,16.26
casual,electric_bike,7,3,16,458,15.9
casual,electric_bike,2,3,19,238,10.28
casual,classic_bike,2,3,20,122,17.88
member,electric_bike,3,3,15,670,9.44
casual,electric_bike,4,3,19,139,7.71
member,electric_bike,4,3,21,201,8.49
casual,electric_bike,5,3,10,91,11.1
member,classic_bike,6,3,6,245,9.73
casual,classic_bike,6,3,9,153,31.73
member,classic_bike,6,3,11,496,13.06
casual,electric_bike,3,3,18,324,11.78
casual,classic_bike,3,3,23,32,23.47
casual,classic_bike,4,3,18,170,14.55
casual,electric_bike,6,3,14,500,19.13
casual,classic_bike,7,3,9,385,25.02
casual,electric_bike,7,3,15,542,17.53
member,electric_bike,1,3,3,57,8.77
casual,electric_bike,1,3,11,258,13.59
member,classic_bike,3,4,14,741,13.57
casual,electric_bike,3,4,23,75,8.47
casual,electric_bike,4,4,6,113,6.26
casual,classic_bike,4,4,23,84,20.73
member,electric_bike,5,4,6,585,7.86
member,electric_bike,5,4,20,376,8.59
member,electric_bike,6,4,6,438,8.49
member,electric_bike,6,4,7,728,8.74
casual,electric_bike,1,4,0,165,15.45
member,electric_bike,1,4,21,205,9.4
casual,electric_bike,2,4,18,423,14.39
casual,classic_bike,3,4,18,625,21.63
casual,electric_bike,4,4,11,184,12.79
member,electric_bike,6,4,5,137,6.15
casual,classic_bike,6,4,15,400,25.13
member,classic_bike,6,4,22,199,11.88
casual,classic_bike,7,4,10,427,31.32
member,electric_bike,7,4,20,295,9.18
casual,electric_bike,1,4,19,249,14.02
member,electric_bike,2,4,3,21,16.76
casual,electric_bike,2,4,7,196,8.37
casual,electric_bike,2,4,8,274,8.65
member,electric_bike,2,4,16,1398,10.47
casual,classic_bike,2,4,17,626,26.27
member,classic_bike,2,4,21,353,10.47
member,classic_bike,3,4,15,1127,12.43
casual,classic_bike,4,4,12,232,23.77
casual,classic_bike,3,4,7,180,15.34
casual,electric_bike,4,4,8,340,7.94
casual,classic_bike,4,4,19,309,18.97
casual,classic_bike,5,4,16,340,21.0
member,electric_bike,6,4,18,828,10.93
casual,electric_bike,7,4,21,202,12.32
casual,classic_bike,1,4,18,568,27.1
casual,electric_bike,2,4,5,40,7.97
casual,electric_bike,2,4,6,123,6.77
casual,electric_bike,2,4,11,168,14.99
member,electric_bike,3,4,4,40,5.65
casual,classic_bike,3,4,11,286,36.69
casual,electric_bike,4,4,20,192,10.26
member,classic_bike,5,5,16,2235,12.72
casual,electric_bike,5,5,23,238,12.11
member,classic_bike,7,5,10,1269,13.93
casual,electric_bike,7,5,17,877,17.76
casual,electric_bike,7,5,19,551,15.63
casual,electric_bike,1,5,1,127,11.54
member,classic_bike,1,5,11,892,13.28
casual,electric_bike,1,5,13,691,21.04
member,electric_bike,1,5,19,424,11.29
member,electric_bike,2,5,6,487,8.93
member,classic_bike,2,5,17,1877,13.07
casual,electric_bike,2,5,21,217,11.18
member,classic_bike,3,5,7,1229,11.98
member,classic_bike,3,5,8,1554,12.4
member,electric_bike,3,5,12,463,9.38
casual,electric_bike,3,5,16,596,13.57
member,classic_bike,3,5,20,727,12.13
member,electric_bike,4,5,7,1207,8.92
casual,electric_bike,4,5,9,142,9.3
casual,classic_bike,4,5,10,163,26.46
casual,classic_bike,5,5,18,1012,25.65
casual,classic_bike,6,5,7,204,27.49
member,electric_bike,6,5,9,706,8.58
member,classic_bike,6,5,10,830,11.64
member,classic_bike,6,5,15,1595,12.85
casual,classic_bike,6,5,20,393,23.45
casual,electric_bike,6,5,22,297,11.78
casual,classic_bike,7,5,20,490,28.68
member,classic_bike,1,5,5,57,17.86
casual,electric_bike,1,5,10,443,17.55
member,electric_bike,2,5,5,130,8.32
casual,electric_bike,3,5,1,29,14.86
casual,electric_bike,3,5,10,171,15.12
member,electric_bike,4,5,6,663,9.67
member,classic_bike,4,5,23,128,10.82
casual,electric_bike,5,5,19,449,12.54
casual,classic_bike,6,5,8,302,24.1
casual,electric_bike,6,5,12,772,18.43
casual,electric_bike,7,5,12,1038,19.2
casual,classic_bike,1,5,9,380,32.25
casual,electric_bike,1,5,14,718,18.83
member,classic_bike,1,5,20,386,15.13
casual,electric_bike,3,5,14,394,17.51
member,electric_bike,4,5,5,174,8.02
member,electric_bike,4,5,11,424,9.88
casual,classic_bike,4,5,15,371,29.13
member,classic_bike,2,5,0,59,10.58
casual,electric_bike,2,5,9,217,13.16
member,electric_bike,3,5,22,301,9.69
member,classic_bike,4,5,22,227,17.54
casual,electric_bike,5,5,17,1132,13.11
member,classic_bike,1,6,8,728,15.69
casual,electric_bike,1,6,13,1223,19.33
casual,electric_bike,1,6,14,1313,20.81
member,electric_bike,1,6,19,771,11.51
casual,electric_bike,3,6,16,990,14.29
member,electric_bike,3,6,19,909,11.19
member,electric_bike,4,6,5,158,7.25
member,classic_bike,4,6,19,1155,14.1
member,electric_bike,4,6,20,459,11.66
casual,classic_bike,5,6,6,151,33.73
casual,classic_bike,5,6,7,321,19.54
member,electric_bike,5,6,9,715,10.35
member,classic_bike,5,6,10,831,13.03
casual,electric_bike,5,6,12,624,17.12
casual,classic_bike,6,6,11,649,38.44
casual,electric_bike,6,6,12,692,20.2
casual,electric_bike,7,6,0,463,13.49
member,electric_bike,1,6,22,370,11.69
casual,classic_bike,2,6,10,570,38.95
member,classic_bike,2,6,12,1055,11.47
casual,classic_bike,2,6,14,829,31.62
casual,classic_bike,3,6,2,25,12.16
member,classic_bike,3,6,5,297,15.52
member,classic_bike,3,6,20,1032,13.66
member,electric_bike,3,6,23,149,12.54
casual,classic_bike,5,6,8,446,21.32
casual,electric_bike,5,6,17,1255,14.0
member,classic_bike,6,6,1,61,12.38
casual,classic_bike,6,6,6,157,34.08
casual,classic_bike,6,6,7,323,23.99
casual,classic_bike,7,6,8,514,34.47
casual,electric_bike,7,6,19,880,18.57
casual,electric_bike,1,6,16,1239,19.77
member,electric_bike,3,6,12,580,10.66
member,electric_bike,5,6,4,29,8.48
casual,classic_bike,7,6,20,1010,32.63
member,classic_bike,1,6,7,384,13.77
member,electric_bike,3,6,0,98,9.62
casual,classic_bike,3,6,9,378,35.76
member,electric_bike,4,6,7,1142,9.17
member,classic_bike,4,6,23,176,23.73
casual,electric_bike,5,6,22,411,15.1
member,classic_bike,6,6,10,675,12.22
member,electric_bike,7,6,21,482,11.99
member,electric_bike,1,6,0,301,10.15
member,electric_bike,1,6,17,952,12.32
casual,electric_bike,3,7,16,1435,13.97
member,electric_bike,4,7,5,317,9.21
casual,classic_bike,4,7,15,760,27.91
casual,electric_bike,4,7,21,610,15.27
casual,electric_bike,5,7,0,167,13.91
member,classic_bike,5,7,13,1212,11.89
casual,electric_bike,5,7,19,774,14.31
casual,classic_bike,6,7,7,247,30.47
casual,electric_bike,7,7,0,474,15.53
casual,classic_bike,7,7,18,1478,32.75
casual,electric_bike,7,7,23,522,17.56
member,classic_bike,1,7,11,1220,17.43
member,electric_bike,2,7,5,240,7.62
casual,electric_bike,3,7,13,720,16.62
casual,classic_bike,5,7,7,343,21.74
casual,classic_bike,6,7,18,1482,29.0
casual,classic_bike,7,7,5,62,31.21
casual,classic_bike,1,7,2,217,31.07
member,classic_bike,1,7,8,549,15.73
member,electric_bike,1,7,19,693,13.41
member,classic_bike,1,7,20,798,17.89
member,classic_bike,2,7,0,78,13.18
casual,electric_bike,3,7,1,102,19.86
member,electric_bike,3,7,12,844,10.84
member,electric_bike,3,7,23,239,11.95
casual,classic_bike,5,7,8,503,21.76
member,classic_bike,5,7,10,945,12.64
casual,classic_bike,6,7,8,343,29.26
member,electric_bike,1,7,0,310,10.92
casual,electric_bike,1,7,1,354,15.14
member,classic_bike,1,7,7,364,15.35
casual,classic_bike,2,7,1,68,23.12
member,electric_bike,3,7,0,114,14.6
casual,classic_bike,3,7,21,678,19.33
member,electric_bike,5,7,2,35,10.34
casual,classic_bike,6,7,11,704,39.07
casual,electric_bike,7,7,22,747,16.19
member,classic_bike,1,7,6,165,16.97
casual,electric_bike,1,7,10,683,20.82
casual,electric_bike,3,7,14,761,16.71
casual,classic_bike,5,7,6,155,24.19
casual,electric_bike,5,7,23,304,14.75
member,electric_bike,7,8,9,943,11.93
member,classic_bike,7,8,16,1837,15.06
casual,electric_bike,7,8,17,1460,19.54
casual,classic_bike,7,8,20,944,26.96
casual,electric_bike,7,8,23,587,14.48
casual,electric_bike,1,8,3,124,11.19
member,electric_bike,1,8,19,893,12.6
member,electric_bike,2,8,7,1385,9.57
member,electric_bike,2,8,11,531,12.46
member,classic_bike,2,8,17,2676,14.14
casual,electric_bike,3,8,1,51,11.16
casual,electric_bike,3,8,10,305,21.63
member,classic_bike,3,8,11,973,11.33
casual,electric_bike,3,8,16,853,14.49
member,electric_bike,3,8,23,146,10.56
casual,electric_bike,4,8,9,316,13.34
member,classic_bike,4,8,12,1094,11.63
casual,classic_bike,5,8,8,401,21.18
member,classic_bike,5,8,13,936,11.46
casual,electric_bike,5,8,17,1344,14.68
casual,classic_bike,5,8,20,629,23.55
casual,classic_bike,2,8,15,688,33.82
member,electric_bike,2,8,18,1305,11.78
member,classic_bike,3,8,5,252,12.88
member,electric_bike,4,8,5,215,8.39
casual,electric_bike,5,8,19,727,14.2
casual,classic_bike,6,8,18,1659,24.26
casual,classic_bike,7,8,7,277,40.43
casual,electric_bike,7,8,12,1651,20.27
casual,electric_bike,3,8,15,595,13.54
member,electric_bike,3,8,17,2089,11.95
member,electric_bike,4,8,11,594,12.52
casual,electric_bike,4,8,21,550,14.29
casual,classic_bike,6,8,5,105,26.99
member,classic_bike,6,8,15,1780,13.63
casual,electric_bike,6,8,19,1107,14.98
casual,electric_bike,7,8,0,606,14.62
member,classic_bike,7,8,1,232,14.1
member,electric_bike,1,8,0,307,10.68
member,electric_bike,2,8,5,214,8.18
member,classic_bike,2,8,23,93,13.63
member,electric_bike,3,8,22,366,10.79
casual,classic_bike,4,8,13,561,34.83
casual,electric_bike,6,8,22,682,16.38
member,electric_bike,2,9,10,677,10.47
member,electric_bike,2,9,14,1113,12.54
member,classic_bike,3,9,10,894,11.22
member,classic_bike,3,9,14,1201,12.94
member,electric_bike,3,9,21,730,11.04
casual,electric_bike,4,9,11,380,15.0
member,electric_bike,4,9,15,1287,11.13
casual,electric_bike,4,9,18,843,13.98
casual,electric_bike,4,9,20,408,11.7
member,electric_bike,5,9,7,1717,9.57
casual,classic_bike,5,9,15,617,26.81
member,classic_bike,5,9,19,1388,13.46
member,electric_bike,6,9,8,1472,9.34
member,classic_bike,6,9,17,2180,14.69
casual,electric_bike,6,9,21,491,14.27
member,electric_bike,7,9,8,419,9.95
casual,electric_bike,7,9,9,564,17.6
member,classic_bike,7,9,17,1352,15.65
member,electric_bike,7,9,18,950,13.71
member,classic_bike,7,9,23,331,14.54
member,electric_bike,1,9,21,384,10.07
casual,electric_bike,2,9,6,246,8.25
member,electric_bike,2,9,15,1457,11.43
member,classic_bike,2,9,21,708,11.91
member,electric_bike,4,9,13,770,10.23
casual,classic_bike,4,9,17,710,23.87
member,classic_bike,6,9,0,134,19.1
member,electric_bike,6,9,18,1520,11.89
casual,classic_bike,7,9,1,196,15.26
member,electric_bike,7,9,11,1025,13.58
member,classic_bike,1,9,10,1204,13.69
member,classic_bike,1,9,15,1429,15.36
casual,electric_bike,1,9,19,607,15.54
casual,electric_bike,2,9,7,445,10.85
casual,electric_bike,2,9,20,456,12.85
casual,electric_bike,3,9,22,375,12.97
casual,electric_bike,4,9,6,264,8.69
casual,electric_bike,6,9,2,68,8.18
casual,classic_bike,2,9,17,1356,26.77
member,electric_bike,3,9,2,24,9.04
casual,classic_bike,3,9,18,1123,29.13
casual,electric_bike,5,9,9,363,13.18
casual,classic_bike,5,9,16,703,23.48
casual,electric_bike,7,9,4,49,13.14
member,electric_bike,7,9,6,199,11.21
member,electric_bike,7,9,7,252,11.01
casual,classic_bike,7,9,10,917,33.86
casual,electric_bike,7,9,21,571,18.68
casual,electric_bike,2,9,11,740,20.03
casual,classic_bike,2,9,22,306,22.85
member,electric_bike,3,9,4,52,7.46
casual,classic_bike,3,9,7,342,14.6
casual,electric_bike,3,9,19,747,11.92
casual,electric_bike,4,10,17,1373,11.71
member,classic_bike,5,10,18,2336,13.58
member,classic_bike,5,10,20,1019,11.89
casual,electric_bike,6,10,1,122,10.16
member,classic_bike,6,10,6,604,12.79
casual,electric_bike,6,10,13,1018,17.21
casual,electric_bike,6,10,14,952,15.38
member,classic_bike,6,10,18,1810,15.83
casual,electric_bike,7,10,1,272,11.95
member,electric_bike,7,10,12,1012,11.61
casual,electric_bike,7,10,15,1198,18.8
member,electric_bike,1,10,10,645,11.96
member,electric_bike,1,10,15,1043,11.95
casual,electric_bike,1,10,18,628,13.74
casual,classic_bike,2,10,11,444,34.64
casual,electric_bike,2,10,12,514,19.68
casual,electric_bike,2,10,17,851,11.85
casual,electric_bike,3,10,7,376,8.22
casual,classic_bike,3,10,19,245,18.91
member,electric_bike,4,10,21,658,10.16
casual,electric_bike,5,10,14,771,15.29
casual,electric_bike,5,10,15,957,13.95
casual,classic_bike,5,10,21,293,22.94
casual,classic_bike,6,10,9,374,31.48
member,electric_bike,7,10,0,308,10.73
casual,classic_bike,7,10,21,263,19.35
member,electric_bike,7,10,23,297,11.76
casual,electric_bike,2,10,19,341,9.97
casual,classic_bike,3,10,12,347,29.47
member,electric_bike,4,10,4,46,6.7
casual,electric_bike,6,10,16,1267,13.92
casual,electric_bike,7,10,13,1167,19.34
casual,classic_bike,1,10,19,321,17.63
casual,classic_bike,1,10,23,58,25.6
member,electric_bike,2,10,9,717,8.71
casual,classic_bike,3,10,0,39,15.59
member,electric_bike,3,10,1,25,9.08
casual,electric_bike,3,10,11,256,13.93
casual,electric_bike,5,10,13,563,15.96
member,electric_bike,6,10,0,174,10.54
casual,electric_bike,7,10,14,1246,17.81
casual,electric_bike,1,10,5,111,12.48
casual,classic_bike,1,10,17,869,27.92
casual,electric_bike,2,10,22,223,10.08
casual,electric_bike,2,10,23,98,9.03
member,electric_bike,3,10,15,1111,10.37
casual,electric_bike,4,10,22,307,10.2
casual,electric_bike,7,11,17,544,14.39
casual,electric_bike,7,11,22,161,9.95
casual,electric_bike,1,11,1,171,12.03
casual,electric_bike,1,11,10,400,16.24
member,electric_bike,1,11,12,620,10.88
member,electric_bike,1,11,22,169,7.97
casual,electric_bike,2,11,4,17,7.65
member,classic_bike,2,11,19,694,11.87
casual,electric_bike,3,11,14,267,10.82
casual,electric_bike,3,11,16,510,10.03
member,classic_bike,4,11,0,57,17.81
casual,electric_bike,4,11,21,151,8.7
member,classic_bike,4,11,22,274,17.19
casual,electric_bike,5,11,19,216,8.48
casual,classic_bike,6,11,11,246,23.22
member,classic_bike,6,11,16,1151,15.4
casual,electric_bike,6,11,17,541,11.59
casual,classic_bike,6,11,18,316,21.25
member,electric_bike,1,11,19,396,8.82
member,classic_bike,1,11,20,270,10.19
member,electric_bike,1,11,23,110,11.39
member,electric_bike,3,11,17,1631,10.25
member,electric_bike,4,11,8,1353,8.8
member,electric_bike,5,11,21,329,8.67
member,classic_bike,6,11,14,813,11.67
casual,electric_bike,7,11,12,597,15.33
member,electric_bike,5,11,4,35,7.31
casual,electric_bike,5,11,12,241,12.37
casual,electric_bike,6,11,0,82,8.32
casual,electric_bike,6,11,12,342,14.89
member,classic_bike,7,11,1,181,18.45
casual,classic_bike,7,11,18,392,29.44
member,classic_bike,1,11,8,314,12.86
member,classic_bike,2,11,0,32,11.91
member,electric_bike,2,11,6,454,7.49
casual,electric_bike,2,11,9,143,12.01
casual,classic_bike,2,11,16,222,17.39
casual,classic_bike,3,11,9,103,23.08
member,classic_bike,5,11,14,573,16.14
casual,electric_bike,5,11,22,142,8.39
member,classic_bike,2,12,7,428,16.98
member,classic_bike,2,12,11,274,8.84
member,classic_bike,4,12,7,544,12.97
member,electric_bike,4,12,12,406,8.83
casual,electric_bike,5,12,6,28,8.82
member,electric_bike,5,12,14,246,7.99
member,classic_bike,6,12,2,18,34.89
casual,electric_bike,6,12,7,76,6.42
casual,electric_bike,7,12,7,35,9.03
member,electric_bike,7,12,13,276,11.02
member,electric_bike,7,12,15,331,10.29
member,electric_bike,7,12,16,325,10.59
member,classic_bike,2,12,18,463,12.33
member,classic_bike,2,12,20,217,14.41
member,electric_bike,3,12,5,125,6.0
member,electric_bike,3,12,6,370,7.11
member,classic_bike,3,12,12,355,11.34
member,classic_bike,3,12,19,391,14.79
member,classic_bike,4,12,5,95,15.53
member,electric_bike,4,12,19,336,10.11
member,classic_bike,4,12,20,253,11.82
member,electric_bike,5,12,13,194,8.18
casual,electric_bike,5,12,18,90,8.69
casual,electric_bike,5,12,20,60,7.7
member,classic_bike,5,12,21,123,20.41
member,classic_bike,6,12,4,11,69.09
casual,electric_bike,6,12,6,48,5.56
casual,electric_bike,6,12,18,108,8.91
member,electric_bike,1,12,8,60,7.2
member,classic_bike,1,12,17,176,27.83
member,electric_bike,4,12,17,813,9.71
casual,electric_bike,5,12,7,80,6.8
member,classic_bike,5,12,9,289,9.4
casual,electric_bike,5,12,11,68,9.5
casual,electric_bike,6,12,8,56,7.64
member,classic_bike,6,12,9,234,11.84
member,electric_bike,6,12,14,320,8.56
member,electric_bike,6,12,15,467,10.38
member,electric_bike,7,12,1,64,10.83
casual,electric_bike,7,12,11,125,15.59
member,electric_bike,1,12,20,80,7.59
casual,electric_bike,3,12,9,82,6.93
member,electric_bike,3,12,11,314,9.78
member,electric_bike,3,12,20,189,8.84
casual,classic_bike,4,12,2,10,45.7
member,electric_bike,5,12,15,352,8.98
member,classic_bike,7,12,9,218,13.16
member,classic_bike,1,12,0,65,9.82
member,electric_bike,4,12,23,76,10.75
member,classic_bike,4,1,3,18,12.11
casual,electric_bike,4,1,12,84,9.51
